iter	Logloss
908	0.4494646614
909	0.4493282639
910	0.4492196521
911	0.4491592227
912	0.4489745576
913	0.4488790806
914	0.4486934166
915	0.448525098
916	0.4483103949
917	0.4480582967
918	0.4478975243
919	0.4477679723
920	0.4476365196
921	0.4475089779
922	0.4473853597
923	0.4472398156
924	0.4470358136
925	0.446862666
926	0.4467334799
927	0.4466754266
928	0.446447002
929	0.4463344886
930	0.4461631053
931	0.4460306149
932	0.4458617944
933	0.4456761665
934	0.4454987531
935	0.4452260631
936	0.4450284034
937	0.4449070216
938	0.4447734942
939	0.4445487885
940	0.4442762247
941	0.4441438394
942	0.4440051492
943	0.4439157766
944	0.4436999049
945	0.4435286393
946	0.4433466181
947	0.4431474061
948	0.4429943437
949	0.4428017478
950	0.4426147414
951	0.4424603468
952	0.4423648989
953	0.4422325065
954	0.4420907262
955	0.4419071652
956	0.4417807873
957	0.441589287
958	0.4415710285
959	0.4414341892
960	0.4413235893
961	0.4411405968
962	0.4409951199
963	0.440885365
964	0.4407712829
965	0.4406001849
966	0.4404289294
967	0.4402386013
968	0.4400867066
969	0.4399184809
970	0.4397498784
971	0.4395402364
972	0.4393797928
973	0.4392285861
974	0.4390951464
975	0.4390020257
976	0.438815227
977	0.4387543289
978	0.4386284122
979	0.4384355194
980	0.4383543403
981	0.4382510716
982	0.4381096887
983	0.4379318773
984	0.4378114319
985	0.4376821215
986	0.4374812611
987	0.4373533141
988	0.4371866801
989	0.4370666327
990	0.4369453966
991	0.4368280684
992	0.4367313962
993	0.4365605419
994	0.436388515
995	0.4362346026
996	0.4360850112
997	0.4358927295
998	0.4357780324
999	0.4356247283
